"31. Vaqueirada II", "witch" "x" "x" "x" "x" "Vaqueirada II" "volumen 07 - Extremadura - Asturias. MAGNA ANTOLOGÍA DEL FOLKLORE ESPAÑOL" "*VARIOS ARTISTAS*" "1980" "España";
"32 Mi caja Llora", "witch" "x" "x" "x" "x" "Mi caja llora" "Grito en el Cielo - Vol 1" "Leda Valladares" "1994" "Argentina";
"A Musical Anthology of the Orient - India IV -  Side B - 3. Tuning of the vina", "witch" "x" "x" "x" "x" "Tuning of the vina" "A Musical Anthology of the Orient - India IV" "Various" "1973" "India";
"A1 Various flutes and trumpet", "witch" "x" "x" "x" "x" "A1 Various flutes and trumpet" "LP 2 - Tukano Tribes of the North West Amazon / Makuna of the North West Amazon" "Various" "1960" "Colombia";
"Animals of Africa 02 Vervet Monkey", "witch" "x" "x" "x" "x" "Vervet Monkey" "Animals of Africa: Sounds of the Jungle, Plain & Bush" "Vervet Monkey" "1973" "Naturaleza";
"Arménie. Musiciens Traditionnels Du Tavush [Inedit] - 03 - B'ibuli Hit (Sring)", "witch" "x" "x" "x" "x" "B'ibuli Hit (Sring)" "Arménie. Musiciens Traditionnels Du Tavush [Inedit]" "Zaven Azibekian and kamo nazarian" "2002" "Armenia";
"B1-ThreeWhaleTrip-16'19", "witch" "x" "x" "x" "x" "Three Whale Trip" "Songs of the Humpback Whale" "Humpback Whale" "1970" "Naturaleza";
"CNRSMH_E_1958_006_003_001_01", "witch" "x" "x" "x" "x" "Pour faire danser les femmes" "Afrique - Vol.3 - Batteries africaines" "Adioukrou, Baoulé, KONON, Malinké, Nago" "1952" "Varios paises";
"CNRSMH_E_2013_012_001_01", "witch" "x" "x" "x" "x" "Wedding song (Izwirrign) of the Ida Ouzddout _01" "Towards a Comparison of Wedding Rituals in Morocco" "varios" "1979" "Marruecos";
"Tibet. Musiques Sacrées [Ocora] - 05 - Cérémonie De Bénédiction", "witch" "x" "x" "x" "x" "Cérémonie De Bénédiction" "Tibet. Musiques Sacrées" "Various" "1971" "Tibet";
"Vietnam. Anthology Of Ede Music - 02 - Le Sifflement Du Vent", "witch" "x" "x" "x" "x" "Le Sifflement Du Vent" "Viêtnam: Anthology Of Êdê Music" "Various" "1997" "Vietnam";
"Vietnam. Music From Hué - 01 - Tam Luan Cuu Chuyen (Three Wheels, Nine Variations)", "witch" "x" "x" "x" "x" "Tam Luan Cuu Chuyen (Three Wheels, Nine Variations)" "Vietnam. Music From Hué. Court Music And Hué Songs" "Various" "1997" "Vietnam";
"Witch Stories", "witch" "x" "x" "x" "x" "Witch Stories" "Library of Congress Recordings" "Aunt Molly Jackson" "1939" "Estados Unidos";
"b2 - Donkey Wants Water", "witch" "x" "x" "x" "x" "Donkey Wants Water" "Let's Go Calypso! Top Singers And Bands From The Bahamas" "Bay Street Boys" "195-" "Calypso";
